definition_id,kind,name,information_family,provider,catalog_status,availability,causality,applicability,materialization_status,evaluation_route,source_experiment,observation_count,generated_configurations,failed_configurations,disposition_reason
SIG-CZSC-pos_holds_V240428,signal,pos_holds_V240428,POSITION_RISK,czsc,DISCOVERED,对应周期K线完成后,调用方必须只提供当时已完成K线,APPLICABLE,TRADER_CONTEXT_REQUIRED,CONTEXTUAL_SIGNAL_AUDIT,20260914_S005_EX49,0,0,0,"requires position, event, or multi-frequency trader context"
SIG-CZSC-pos_holds_V240608,signal,pos_holds_V240608,POSITION_RISK,czsc,DISCOVERED,对应周期K线完成后,调用方必须只提供当时已完成K线,APPLICABLE,TRADER_CONTEXT_REQUIRED,CONTEXTUAL_SIGNAL_AUDIT,20260914_S005_EX49,0,0,0,"requires position, event, or multi-frequency trader context"
SIG-CZSC-pos_ma_V230414,signal,pos_ma_V230414,POSITION_RISK,czsc,DISCOVERED,对应周期K线完成后,调用方必须只提供当时已完成K线,APPLICABLE,TRADER_CONTEXT_REQUIRED,CONTEXTUAL_SIGNAL_AUDIT,20260914_S005_EX49,0,0,0,"requires position, event, or multi-frequency trader context"
SIG-CZSC-pos_profit_loss_V230624,signal,pos_profit_loss_V230624,POSITION_RISK,czsc,DISCOVERED,对应周期K线完成后,调用方必须只提供当时已完成K线,APPLICABLE,TRADER_CONTEXT_REQUIRED,CONTEXTUAL_SIGNAL_AUDIT,20260914_S005_EX49,0,0,0,"requires position, event, or multi-frequency trader context"
SIG-CZSC-pos_status_V230808,signal,pos_status_V230808,POSITION_RISK,czsc,DISCOVERED,对应周期K线完成后,调用方必须只提供当时已完成K线,APPLICABLE,TRADER_CONTEXT_REQUIRED,CONTEXTUAL_SIGNAL_AUDIT,20260914_S005_EX49,0,0,0,"requires position, event, or multi-frequency trader context"
SIG-CZSC-pos_stop_V240331,signal,pos_stop_V240331,POSITION_RISK,czsc,DISCOVERED,对应周期K线完成后,调用方必须只提供当时已完成K线,APPLICABLE,TRADER_CONTEXT_REQUIRED,CONTEXTUAL_SIGNAL_AUDIT,20260914_S005_EX49,0,0,0,"requires position, event, or multi-frequency trader context"
SIG-CZSC-pos_stop_V240428,signal,pos_stop_V240428,POSITION_RISK,czsc,DISCOVERED,对应周期K线完成后,调用方必须只提供当时已完成K线,APPLICABLE,TRADER_CONTEXT_REQUIRED,CONTEXTUAL_SIGNAL_AUDIT,20260914_S005_EX49,0,0,0,"requires position, event, or multi-frequency trader context"
SIG-CZSC-pos_stop_V240608,signal,pos_stop_V240608,POSITION_RISK,czsc,DISCOVERED,对应周期K线完成后,调用方必须只提供当时已完成K线,APPLICABLE,TRADER_CONTEXT_REQUIRED,CONTEXTUAL_SIGNAL_AUDIT,20260914_S005_EX49,0,0,0,"requires position, event, or multi-frequency trader context"
SIG-CZSC-pos_stop_V240614,signal,pos_stop_V240614,POSITION_RISK,czsc,DISCOVERED,对应周期K线完成后,调用方必须只提供当时已完成K线,APPLICABLE,TRADER_CONTEXT_REQUIRED,CONTEXTUAL_SIGNAL_AUDIT,20260914_S005_EX49,0,0,0,"requires position, event, or multi-frequency trader context"
SIG-CZSC-pos_stop_V240717,signal,pos_stop_V240717,POSITION_RISK,czsc,DISCOVERED,对应周期K线完成后,调用方必须只提供当时已完成K线,APPLICABLE,TRADER_CONTEXT_REQUIRED,CONTEXTUAL_SIGNAL_AUDIT,20260914_S005_EX49,0,0,0,"requires position, event, or multi-frequency trader context"
SIG-CZSC-pos_take_V240428,signal,pos_take_V240428,POSITION_RISK,czsc,DISCOVERED,对应周期K线完成后,调用方必须只提供当时已完成K线,APPLICABLE,TRADER_CONTEXT_REQUIRED,CONTEXTUAL_SIGNAL_AUDIT,20260914_S005_EX49,0,0,0,"requires position, event, or multi-frequency trader context"
SIG-CZSC-pressure_support_V240222,signal,pressure_support_V240222,POSITION_VALUATION,czsc,DISCOVERED,对应周期K线完成后,调用方必须只提供当时已完成K线,APPLICABLE,READY_FOR_TYPE_SPECIFIC_AUDIT,CATEGORICAL_SIGNAL_AUDIT,20260914_S005_EX49,1346,3,0,at least one causal K-line configuration materialized
SIG-CZSC-pressure_support_V240402,signal,pressure_support_V240402,POSITION_VALUATION,czsc,DISCOVERED,对应周期K线完成后,调用方必须只提供当时已完成K线,APPLICABLE,READY_FOR_TYPE_SPECIFIC_AUDIT,CATEGORICAL_SIGNAL_AUDIT,20260914_S005_EX49,1346,3,0,at least one causal K-line configuration materialized
SIG-CZSC-pressure_support_V240406,signal,pressure_support_V240406,POSITION_VALUATION,czsc,READY,对应周期K线完成后,调用方必须只提供当时已完成K线,APPLICABLE,READY_FOR_TYPE_SPECIFIC_AUDIT,CATEGORICAL_SIGNAL_AUDIT,20260914_S005_EX49,1346,3,0,at least one causal K-line configuration materialized
SIG-CZSC-pressure_support_V240530,signal,pressure_support_V240530,POSITION_VALUATION,czsc,DISCOVERED,对应周期K线完成后,调用方必须只提供当时已完成K线,APPLICABLE,READY_FOR_TYPE_SPECIFIC_AUDIT,CATEGORICAL_SIGNAL_AUDIT,20260914_S005_EX49,1346,3,0,at least one causal K-line configuration materialized
SIG-CZSC-skdj_up_dw_line_V230611,signal,skdj_up_dw_line_V230611,TREND_MOMENTUM,czsc,DISCOVERED,对应周期K线完成后,调用方必须只提供当时已完成K线,APPLICABLE,READY_FOR_TYPE_SPECIFIC_AUDIT,CATEGORICAL_SIGNAL_AUDIT,20260914_S005_EX49,1346,3,0,at least one causal K-line configuration materialized
SIG-CZSC-tas_accelerate_V230531,signal,tas_accelerate_V230531,TREND_MOMENTUM,czsc,DISCOVERED,对应周期K线完成后,调用方必须只提供当时已完成K线,APPLICABLE,READY_FOR_TYPE_SPECIFIC_AUDIT,CATEGORICAL_SIGNAL_AUDIT,20260914_S005_EX49,1346,3,0,at least one causal K-line configuration materialized
SIG-CZSC-tas_angle_V230802,signal,tas_angle_V230802,TREND_MOMENTUM,czsc,DISCOVERED,对应周期K线完成后,调用方必须只提供当时已完成K线,APPLICABLE,READY_FOR_TYPE_SPECIFIC_AUDIT,CATEGORICAL_SIGNAL_AUDIT,20260914_S005_EX49,1346,3,0,at least one causal K-line configuration materialized
SIG-CZSC-tas_atr_V230630,signal,tas_atr_V230630,VOLATILITY_RISK,czsc,DISCOVERED,对应周期K线完成后,调用方必须只提供当时已完成K线,APPLICABLE,READY_FOR_TYPE_SPECIFIC_AUDIT,CATEGORICAL_SIGNAL_AUDIT,20260914_S005_EX49,1346,3,0,at least one causal K-line configuration materialized
SIG-CZSC-tas_atr_break_V230424,signal,tas_atr_break_V230424,VOLATILITY_RISK,czsc,DISCOVERED,对应周期K线完成后,调用方必须只提供当时已完成K线,APPLICABLE,READY_FOR_TYPE_SPECIFIC_AUDIT,CATEGORICAL_SIGNAL_AUDIT,20260914_S005_EX49,1346,3,0,at least one causal K-line configuration materialized
SIG-CZSC-tas_boll_bc_V221118,signal,tas_boll_bc_V221118,VOLATILITY_RISK,czsc,DISCOVERED,对应周期K线完成后,调用方必须只提供当时已完成K线,APPLICABLE,READY_FOR_TYPE_SPECIFIC_AUDIT,CATEGORICAL_SIGNAL_AUDIT,20260914_S005_EX49,1346,3,0,at least one causal K-line configuration materialized
SIG-CZSC-tas_boll_cc_V230312,signal,tas_boll_cc_V230312,VOLATILITY_RISK,czsc,DISCOVERED,对应周期K线完成后,调用方必须只提供当时已完成K线,APPLICABLE,READY_FOR_TYPE_SPECIFIC_AUDIT,CATEGORICAL_SIGNAL_AUDIT,20260914_S005_EX49,1346,3,0,at least one causal K-line configuration materialized
SIG-CZSC-tas_boll_power_V221112,signal,tas_boll_power_V221112,VOLATILITY_RISK,czsc,DISCOVERED,对应周期K线完成后,调用方必须只提供当时已完成K线,APPLICABLE,READY_FOR_TYPE_SPECIFIC_AUDIT,CATEGORICAL_SIGNAL_AUDIT,20260914_S005_EX49,1346,3,0,at least one causal K-line configuration materialized
SIG-CZSC-tas_boll_vt_V230212,signal,tas_boll_vt_V230212,VOLATILITY_RISK,czsc,DISCOVERED,对应周期K线完成后,调用方必须只提供当时已完成K线,APPLICABLE,READY_FOR_TYPE_SPECIFIC_AUDIT,CATEGORICAL_SIGNAL_AUDIT,20260914_S005_EX49,1346,3,0,at least one causal K-line configuration materialized
SIG-CZSC-tas_cci_base_V230402,signal,tas_cci_base_V230402,TREND_MOMENTUM,czsc,DISCOVERED,对应周期K线完成后,调用方必须只提供当时已完成K线,APPLICABLE,READY_FOR_TYPE_SPECIFIC_AUDIT,CATEGORICAL_SIGNAL_AUDIT,20260914_S005_EX49,1346,3,0,at least one causal K-line configuration materialized
SIG-CZSC-tas_cross_status_V230619,signal,tas_cross_status_V230619,TREND_MOMENTUM,czsc,DISCOVERED,对应周期K线完成后,调用方必须只提供当时已完成K线,APPLICABLE,READY_FOR_TYPE_SPECIFIC_AUDIT,CATEGORICAL_SIGNAL_AUDIT,20260914_S005_EX49,1346,3,0,at least one causal K-line configuration materialized
SIG-CZSC-tas_cross_status_V230624,signal,tas_cross_status_V230624,TREND_MOMENTUM,czsc,DISCOVERED,对应周期K线完成后,调用方必须只提供当时已完成K线,APPLICABLE,READY_FOR_TYPE_SPECIFIC_AUDIT,CATEGORICAL_SIGNAL_AUDIT,20260914_S005_EX49,1346,3,0,at least one causal K-line configuration materialized
SIG-CZSC-tas_cross_status_V230625,signal,tas_cross_status_V230625,TREND_MOMENTUM,czsc,DISCOVERED,对应周期K线完成后,调用方必须只提供当时已完成K线,APPLICABLE,READY_FOR_TYPE_SPECIFIC_AUDIT,CATEGORICAL_SIGNAL_AUDIT,20260914_S005_EX49,1346,3,0,at least one causal K-line configuration materialized
SIG-CZSC-tas_dif_layer_V241010,signal,tas_dif_layer_V241010,TREND_MOMENTUM,czsc,DISCOVERED,对应周期K线完成后,调用方必须只提供当时已完成K线,APPLICABLE,READY_FOR_TYPE_SPECIFIC_AUDIT,CATEGORICAL_SIGNAL_AUDIT,20260914_S005_EX49,1346,3,0,at least one causal K-line configuration materialized
SIG-CZSC-tas_dif_zero_V240612,signal,tas_dif_zero_V240612,TREND_MOMENTUM,czsc,DISCOVERED,对应周期K线完成后,调用方必须只提供当时已完成K线,APPLICABLE,READY_FOR_TYPE_SPECIFIC_AUDIT,CATEGORICAL_SIGNAL_AUDIT,20260914_S005_EX49,1346,3,0,at least one causal K-line configuration materialized
SIG-CZSC-tas_dif_zero_V240614,signal,tas_dif_zero_V240614,TREND_MOMENTUM,czsc,DISCOVERED,对应周期K线完成后,调用方必须只提供当时已完成K线,APPLICABLE,READY_FOR_TYPE_SPECIFIC_AUDIT,CATEGORICAL_SIGNAL_AUDIT,20260914_S005_EX49,1346,3,0,at least one causal K-line configuration materialized
SIG-CZSC-tas_dma_bs_V240608,signal,tas_dma_bs_V240608,TREND_MOMENTUM,czsc,DISCOVERED,对应周期K线完成后,调用方必须只提供当时已完成K线,APPLICABLE,READY_FOR_TYPE_SPECIFIC_AUDIT,CATEGORICAL_SIGNAL_AUDIT,20260914_S005_EX49,1346,3,0,at least one causal K-line configuration materialized
SIG-CZSC-tas_double_ma_V221203,signal,tas_double_ma_V221203,TREND_MOMENTUM,czsc,DISCOVERED,对应周期K线完成后,调用方必须只提供当时已完成K线,APPLICABLE,READY_FOR_TYPE_SPECIFIC_AUDIT,CATEGORICAL_SIGNAL_AUDIT,20260914_S005_EX49,1346,3,0,at least one causal K-line configuration materialized
SIG-CZSC-tas_double_ma_V230511,signal,tas_double_ma_V230511,TREND_MOMENTUM,czsc,DISCOVERED,对应周期K线完成后,调用方必须只提供当时已完成K线,APPLICABLE,READY_FOR_TYPE_SPECIFIC_AUDIT,CATEGORICAL_SIGNAL_AUDIT,20260914_S005_EX49,1346,3,0,at least one causal K-line configuration materialized
SIG-CZSC-tas_double_ma_V240208,signal,tas_double_ma_V240208,TREND_MOMENTUM,czsc,DISCOVERED,对应周期K线完成后,调用方必须只提供当时已完成K线,APPLICABLE,READY_FOR_TYPE_SPECIFIC_AUDIT,CATEGORICAL_SIGNAL_AUDIT,20260914_S005_EX49,1346,3,0,at least one causal K-line configuration materialized
SIG-CZSC-tas_first_bs_V230217,signal,tas_first_bs_V230217,TREND_MOMENTUM,czsc,DISCOVERED,对应周期K线完成后,调用方必须只提供当时已完成K线,APPLICABLE,READY_FOR_TYPE_SPECIFIC_AUDIT,CATEGORICAL_SIGNAL_AUDIT,20260914_S005_EX49,1346,3,0,at least one causal K-line configuration materialized
SIG-CZSC-tas_hlma_V230301,signal,tas_hlma_V230301,TREND_MOMENTUM,czsc,DISCOVERED,对应周期K线完成后,调用方必须只提供当时已完成K线,APPLICABLE,READY_FOR_TYPE_SPECIFIC_AUDIT,CATEGORICAL_SIGNAL_AUDIT,20260914_S005_EX49,1346,3,0,at least one causal K-line configuration materialized
SIG-CZSC-tas_kdj_base_V221101,signal,tas_kdj_base_V221101,TREND_MOMENTUM,czsc,DISCOVERED,对应周期K线完成后,调用方必须只提供当时已完成K线,APPLICABLE,READY_FOR_TYPE_SPECIFIC_AUDIT,CATEGORICAL_SIGNAL_AUDIT,20260914_S005_EX49,1346,3,0,at least one causal K-line configuration materialized
SIG-CZSC-tas_kdj_evc_V221201,signal,tas_kdj_evc_V221201,TREND_MOMENTUM,czsc,DISCOVERED,对应周期K线完成后,调用方必须只提供当时已完成K线,APPLICABLE,READY_FOR_TYPE_SPECIFIC_AUDIT,CATEGORICAL_SIGNAL_AUDIT,20260914_S005_EX49,1346,3,0,at least one causal K-line configuration materialized
SIG-CZSC-tas_kdj_evc_V230401,signal,tas_kdj_evc_V230401,TREND_MOMENTUM,czsc,DISCOVERED,对应周期K线完成后,调用方必须只提供当时已完成K线,APPLICABLE,READY_FOR_TYPE_SPECIFIC_AUDIT,CATEGORICAL_SIGNAL_AUDIT,20260914_S005_EX49,1346,3,0,at least one causal K-line configuration materialized
SIG-CZSC-tas_low_trend_V230627,signal,tas_low_trend_V230627,TREND_MOMENTUM,czsc,DISCOVERED,对应周期K线完成后,调用方必须只提供当时已完成K线,APPLICABLE,READY_FOR_TYPE_SPECIFIC_AUDIT,CATEGORICAL_SIGNAL_AUDIT,20260914_S005_EX49,1346,3,0,at least one causal K-line configuration materialized
SIG-CZSC-tas_ma_base_V221101,signal,tas_ma_base_V221101,TREND_MOMENTUM,czsc,READY,对应周期K线完成后,调用方必须只提供当时已完成K线,APPLICABLE,READY_FOR_TYPE_SPECIFIC_AUDIT,CATEGORICAL_SIGNAL_AUDIT,20260914_S005_EX49,1346,3,0,at least one causal K-line configuration materialized
SIG-CZSC-tas_ma_base_V221203,signal,tas_ma_base_V221203,TREND_MOMENTUM,czsc,DISCOVERED,对应周期K线完成后,调用方必须只提供当时已完成K线,APPLICABLE,READY_FOR_TYPE_SPECIFIC_AUDIT,CATEGORICAL_SIGNAL_AUDIT,20260914_S005_EX49,1346,3,0,at least one causal K-line configuration materialized
SIG-CZSC-tas_ma_base_V230313,signal,tas_ma_base_V230313,TREND_MOMENTUM,czsc,DISCOVERED,对应周期K线完成后,调用方必须只提供当时已完成K线,APPLICABLE,READY_FOR_TYPE_SPECIFIC_AUDIT,CATEGORICAL_SIGNAL_AUDIT,20260914_S005_EX49,1346,3,0,at least one causal K-line configuration materialized
SIG-CZSC-tas_ma_cohere_V230512,signal,tas_ma_cohere_V230512,TREND_MOMENTUM,czsc,DISCOVERED,对应周期K线完成后,调用方必须只提供当时已完成K线,APPLICABLE,READY_FOR_TYPE_SPECIFIC_AUDIT,CATEGORICAL_SIGNAL_AUDIT,20260914_S005_EX49,1346,3,0,at least one causal K-line configuration materialized
SIG-CZSC-tas_ma_round_V221206,signal,tas_ma_round_V221206,TREND_MOMENTUM,czsc,DISCOVERED,对应周期K线完成后,调用方必须只提供当时已完成K线,APPLICABLE,READY_FOR_TYPE_SPECIFIC_AUDIT,CATEGORICAL_SIGNAL_AUDIT,20260914_S005_EX49,1346,3,0,at least one causal K-line configuration materialized
SIG-CZSC-tas_ma_system_V230513,signal,tas_ma_system_V230513,TREND_MOMENTUM,czsc,DISCOVERED,对应周期K线完成后,调用方必须只提供当时已完成K线,APPLICABLE,READY_FOR_TYPE_SPECIFIC_AUDIT,CATEGORICAL_SIGNAL_AUDIT,20260914_S005_EX49,1346,3,0,at least one causal K-line configuration materialized
SIG-CZSC-tas_macd_base_V221028,signal,tas_macd_base_V221028,TREND_MOMENTUM,czsc,READY,对应周期K线完成后,调用方必须只提供当时已完成K线,APPLICABLE,READY_FOR_TYPE_SPECIFIC_AUDIT,CATEGORICAL_SIGNAL_AUDIT,20260914_S005_EX49,1346,3,0,at least one causal K-line configuration materialized
SIG-CZSC-tas_macd_base_V230320,signal,tas_macd_base_V230320,TREND_MOMENTUM,czsc,DISCOVERED,对应周期K线完成后,调用方必须只提供当时已完成K线,APPLICABLE,READY_FOR_TYPE_SPECIFIC_AUDIT,CATEGORICAL_SIGNAL_AUDIT,20260914_S005_EX49,1346,3,0,at least one causal K-line configuration materialized
SIG-CZSC-tas_macd_bc_V221201,signal,tas_macd_bc_V221201,TREND_MOMENTUM,czsc,DISCOVERED,对应周期K线完成后,调用方必须只提供当时已完成K线,APPLICABLE,READY_FOR_TYPE_SPECIFIC_AUDIT,CATEGORICAL_SIGNAL_AUDIT,20260914_S005_EX49,1346,3,0,at least one causal K-line configuration materialized
SIG-CZSC-tas_macd_bc_V230803,signal,tas_macd_bc_V230803,TREND_MOMENTUM,czsc,DISCOVERED,对应周期K线完成后,调用方必须只提供当时已完成K线,APPLICABLE,READY_FOR_TYPE_SPECIFIC_AUDIT,CATEGORICAL_SIGNAL_AUDIT,20260914_S005_EX49,1346,3,0,at least one causal K-line configuration materialized
SIG-CZSC-tas_macd_bc_V230804,signal,tas_macd_bc_V230804,TREND_MOMENTUM,czsc,DISCOVERED,对应周期K线完成后,调用方必须只提供当时已完成K线,APPLICABLE,READY_FOR_TYPE_SPECIFIC_AUDIT,CATEGORICAL_SIGNAL_AUDIT,20260914_S005_EX49,1346,3,0,at least one causal K-line configuration materialized
SIG-CZSC-tas_macd_bc_V240307,signal,tas_macd_bc_V240307,TREND_MOMENTUM,czsc,DISCOVERED,对应周期K线完成后,调用方必须只提供当时已完成K线,APPLICABLE,READY_FOR_TYPE_SPECIFIC_AUDIT,CATEGORICAL_SIGNAL_AUDIT,20260914_S005_EX49,1346,3,0,at least one causal K-line configuration materialized
SIG-CZSC-tas_macd_bc_ubi_V230804,signal,tas_macd_bc_ubi_V230804,MARKET_STRUCTURE,czsc,DISCOVERED,对应周期K线完成后,调用方必须只提供当时已完成K线,APPLICABLE,READY_FOR_TYPE_SPECIFIC_AUDIT,CATEGORICAL_SIGNAL_AUDIT,20260914_S005_EX49,1346,3,0,at least one causal K-line configuration materialized
SIG-CZSC-tas_macd_bs1_V230312,signal,tas_macd_bs1_V230312,TREND_MOMENTUM,czsc,DISCOVERED,对应周期K线完成后,调用方必须只提供当时已完成K线,APPLICABLE,READY_FOR_TYPE_SPECIFIC_AUDIT,CATEGORICAL_SIGNAL_AUDIT,20260914_S005_EX49,1346,3,0,at least one causal K-line configuration materialized
SIG-CZSC-tas_macd_bs1_V230313,signal,tas_macd_bs1_V230313,TREND_MOMENTUM,czsc,DISCOVERED,对应周期K线完成后,调用方必须只提供当时已完成K线,APPLICABLE,READY_FOR_TYPE_SPECIFIC_AUDIT,CATEGORICAL_SIGNAL_AUDIT,20260914_S005_EX49,1346,3,0,at least one causal K-line configuration materialized
SIG-CZSC-tas_macd_bs1_V230411,signal,tas_macd_bs1_V230411,TREND_MOMENTUM,czsc,DISCOVERED,对应周期K线完成后,调用方必须只提供当时已完成K线,APPLICABLE,READY_FOR_TYPE_SPECIFIC_AUDIT,CATEGORICAL_SIGNAL_AUDIT,20260914_S005_EX49,1346,3,0,at least one causal K-line configuration materialized
SIG-CZSC-tas_macd_bs1_V230412,signal,tas_macd_bs1_V230412,TREND_MOMENTUM,czsc,DISCOVERED,对应周期K线完成后,调用方必须只提供当时已完成K线,APPLICABLE,READY_FOR_TYPE_SPECIFIC_AUDIT,CATEGORICAL_SIGNAL_AUDIT,20260914_S005_EX49,1346,3,0,at least one causal K-line configuration materialized
SIG-CZSC-tas_macd_change_V221105,signal,tas_macd_change_V221105,TREND_MOMENTUM,czsc,DISCOVERED,对应周期K线完成后,调用方必须只提供当时已完成K线,APPLICABLE,READY_FOR_TYPE_SPECIFIC_AUDIT,CATEGORICAL_SIGNAL_AUDIT,20260914_S005_EX49,1346,3,0,at least one causal K-line configuration materialized
SIG-CZSC-tas_macd_direct_V221106,signal,tas_macd_direct_V221106,TREND_MOMENTUM,czsc,DISCOVERED,对应周期K线完成后,调用方必须只提供当时已完成K线,APPLICABLE,READY_FOR_TYPE_SPECIFIC_AUDIT,CATEGORICAL_SIGNAL_AUDIT,20260914_S005_EX49,1346,3,0,at least one causal K-line configuration materialized
SIG-CZSC-tas_macd_dist_V230408,signal,tas_macd_dist_V230408,TREND_MOMENTUM,czsc,DISCOVERED,对应周期K线完成后,调用方必须只提供当时已完成K线,APPLICABLE,READY_FOR_TYPE_SPECIFIC_AUDIT,CATEGORICAL_SIGNAL_AUDIT,20260914_S005_EX49,1346,3,0,at least one causal K-line configuration materialized
SIG-CZSC-tas_macd_dist_V230409,signal,tas_macd_dist_V230409,TREND_MOMENTUM,czsc,DISCOVERED,对应周期K线完成后,调用方必须只提供当时已完成K线,APPLICABLE,READY_FOR_TYPE_SPECIFIC_AUDIT,CATEGORICAL_SIGNAL_AUDIT,20260914_S005_EX49,1346,3,0,at least one causal K-line configuration materialized
SIG-CZSC-tas_macd_dist_V230410,signal,tas_macd_dist_V230410,TREND_MOMENTUM,czsc,DISCOVERED,对应周期K线完成后,调用方必须只提供当时已完成K线,APPLICABLE,READY_FOR_TYPE_SPECIFIC_AUDIT,CATEGORICAL_SIGNAL_AUDIT,20260914_S005_EX49,1346,3,0,at least one causal K-line configuration materialized
SIG-CZSC-tas_macd_first_bs_V221201,signal,tas_macd_first_bs_V221201,TREND_MOMENTUM,czsc,DISCOVERED,对应周期K线完成后,调用方必须只提供当时已完成K线,APPLICABLE,READY_FOR_TYPE_SPECIFIC_AUDIT,CATEGORICAL_SIGNAL_AUDIT,20260914_S005_EX49,1346,3,0,at least one causal K-line configuration materialized
SIG-CZSC-tas_macd_first_bs_V221216,signal,tas_macd_first_bs_V221216,TREND_MOMENTUM,czsc,DISCOVERED,对应周期K线完成后,调用方必须只提供当时已完成K线,APPLICABLE,READY_FOR_TYPE_SPECIFIC_AUDIT,CATEGORICAL_SIGNAL_AUDIT,20260914_S005_EX49,1346,3,0,at least one causal K-line configuration materialized
SIG-CZSC-tas_macd_power_V221108,signal,tas_macd_power_V221108,TREND_MOMENTUM,czsc,DISCOVERED,对应周期K线完成后,调用方必须只提供当时已完成K线,APPLICABLE,READY_FOR_TYPE_SPECIFIC_AUDIT,CATEGORICAL_SIGNAL_AUDIT,20260914_S005_EX49,1346,3,0,at least one causal K-line configuration materialized
SIG-CZSC-tas_macd_second_bs_V221201,signal,tas_macd_second_bs_V221201,TREND_MOMENTUM,czsc,DISCOVERED,对应周期K线完成后,调用方必须只提供当时已完成K线,APPLICABLE,READY_FOR_TYPE_SPECIFIC_AUDIT,CATEGORICAL_SIGNAL_AUDIT,20260914_S005_EX49,1346,3,0,at least one causal K-line configuration materialized
SIG-CZSC-tas_macd_xt_V221208,signal,tas_macd_xt_V221208,TREND_MOMENTUM,czsc,DISCOVERED,对应周期K线完成后,调用方必须只提供当时已完成K线,APPLICABLE,READY_FOR_TYPE_SPECIFIC_AUDIT,CATEGORICAL_SIGNAL_AUDIT,20260914_S005_EX49,1346,3,0,at least one causal K-line configuration materialized
SIG-CZSC-tas_rsi_base_V230227,signal,tas_rsi_base_V230227,TREND_MOMENTUM,czsc,DISCOVERED,对应周期K线完成后,调用方必须只提供当时已完成K线,APPLICABLE,READY_FOR_TYPE_SPECIFIC_AUDIT,CATEGORICAL_SIGNAL_AUDIT,20260914_S005_EX49,1346,3,0,at least one causal K-line configuration materialized
SIG-CZSC-tas_rumi_V230704,signal,tas_rumi_V230704,TREND_MOMENTUM,czsc,DISCOVERED,对应周期K线完成后,调用方必须只提供当时已完成K线,APPLICABLE,READY_FOR_TYPE_SPECIFIC_AUDIT,CATEGORICAL_SIGNAL_AUDIT,20260914_S005_EX49,1346,3,0,at least one causal K-line configuration materialized
SIG-CZSC-tas_sar_base_V230425,signal,tas_sar_base_V230425,TREND_MOMENTUM,czsc,DISCOVERED,对应周期K线完成后,调用方必须只提供当时已完成K线,APPLICABLE,READY_FOR_TYPE_SPECIFIC_AUDIT,CATEGORICAL_SIGNAL_AUDIT,20260914_S005_EX49,1346,3,0,at least one causal K-line configuration materialized
SIG-CZSC-tas_second_bs_V230228,signal,tas_second_bs_V230228,TREND_MOMENTUM,czsc,DISCOVERED,对应周期K线完成后,调用方必须只提供当时已完成K线,APPLICABLE,READY_FOR_TYPE_SPECIFIC_AUDIT,CATEGORICAL_SIGNAL_AUDIT,20260914_S005_EX49,1346,3,0,at least one causal K-line configuration materialized
SIG-CZSC-tas_second_bs_V230303,signal,tas_second_bs_V230303,TREND_MOMENTUM,czsc,DISCOVERED,对应周期K线完成后,调用方必须只提供当时已完成K线,APPLICABLE,READY_FOR_TYPE_SPECIFIC_AUDIT,CATEGORICAL_SIGNAL_AUDIT,20260914_S005_EX49,1346,3,0,at least one causal K-line configuration materialized
SIG-CZSC-tas_slope_V231019,signal,tas_slope_V231019,TREND_MOMENTUM,czsc,DISCOVERED,对应周期K线完成后,调用方必须只提供当时已完成K线,APPLICABLE,READY_FOR_TYPE_SPECIFIC_AUDIT,CATEGORICAL_SIGNAL_AUDIT,20260914_S005_EX49,1346,3,0,at least one causal K-line configuration materialized
SIG-CZSC-vol_double_ma_V230214,signal,vol_double_ma_V230214,VOLUME_LIQUIDITY,czsc,DISCOVERED,对应周期K线完成后,调用方必须只提供当时已完成K线,APPLICABLE,READY_FOR_TYPE_SPECIFIC_AUDIT,CATEGORICAL_SIGNAL_AUDIT,20260914_S005_EX49,1346,3,0,at least one causal K-line configuration materialized
SIG-CZSC-vol_gao_di_V221218,signal,vol_gao_di_V221218,VOLUME_LIQUIDITY,czsc,DISCOVERED,对应周期K线完成后,调用方必须只提供当时已完成K线,APPLICABLE,READY_FOR_TYPE_SPECIFIC_AUDIT,CATEGORICAL_SIGNAL_AUDIT,20260914_S005_EX49,1346,3,0,at least one causal K-line configuration materialized
SIG-CZSC-vol_single_ma_V230214,signal,vol_single_ma_V230214,VOLUME_LIQUIDITY,czsc,DISCOVERED,对应周期K线完成后,调用方必须只提供当时已完成K线,APPLICABLE,READY_FOR_TYPE_SPECIFIC_AUDIT,CATEGORICAL_SIGNAL_AUDIT,20260914_S005_EX49,1346,3,0,at least one causal K-line configuration materialized
SIG-CZSC-vol_ti_suo_V221216,signal,vol_ti_suo_V221216,VOLUME_LIQUIDITY,czsc,DISCOVERED,对应周期K线完成后,调用方必须只提供当时已完成K线,APPLICABLE,READY_FOR_TYPE_SPECIFIC_AUDIT,CATEGORICAL_SIGNAL_AUDIT,20260914_S005_EX49,1346,3,0,at least one causal K-line configuration materialized
SIG-CZSC-vol_window_V230731,signal,vol_window_V230731,VOLUME_LIQUIDITY,czsc,READY,对应周期K线完成后,调用方必须只提供当时已完成K线,APPLICABLE,READY_FOR_TYPE_SPECIFIC_AUDIT,CATEGORICAL_SIGNAL_AUDIT,20260914_S005_EX49,1346,3,0,at least one causal K-line configuration materialized
