component_id,kind,information_family,oof_ic,positive_holdout_years,annual_ic_json,selected
SIG-DAILY-A88766EFB61C335D,CATEGORICAL_SIGNAL,POSITION_VALUATION,0.045917350727306266,2,"{""2021"": null, ""2022"": 0.044031036290988305, ""2023"": 0.03653911351799077}",True
SIG-DAILY-D2C62C0B757FCAC1,CATEGORICAL_SIGNAL,VOLATILITY_RISK,-0.11790960545896156,0,"{""2021"": null, ""2022"": -0.11429561007598338, ""2023"": -0.10045297169291262}",False
SIG-DAILY-62434170758D22AF,CATEGORICAL_SIGNAL,MARKET_STRUCTURE,-0.030533706666787112,2,"{""2021"": null, ""2022"": 0.10435782919491766, ""2023"": 0.005078653698548344}",False
SIG-DAILY-2BBBD5D7C58927D2,CATEGORICAL_SIGNAL,MARKET_STRUCTURE,0.09309045600653079,2,"{""2021"": null, ""2022"": 0.10598768181033165, ""2023"": 0.11008640871666357}",True
SIG-DAILY-B203779E27C38002,CATEGORICAL_SIGNAL,VOLATILITY_RISK,-0.056663573593405736,0,"{""2021"": null, ""2022"": -0.05069587406509323, ""2023"": -0.058487560631986193}",False
SIG-DAILY-F2817749A8EA4BAC,CATEGORICAL_SIGNAL,VOLATILITY_RISK,0.011789961576399482,2,"{""2021"": null, ""2022"": 0.06798271192256744, ""2023"": 0.011644026223454885}",True
SIG-DAILY-B7A6393E173B4F08,CATEGORICAL_SIGNAL,MARKET_STRUCTURE,,0,"{""2021"": null, ""2022"": null, ""2023"": null}",False
SIG-DAILY-F18519CBF38282F7,CATEGORICAL_SIGNAL,TREND_MOMENTUM,0.011747545857377143,0,"{""2021"": null, ""2022"": -0.021735690065295896, ""2023"": -0.048885843830683284}",False
SIG-DAILY-1B3C5E01060C5DC2,CATEGORICAL_SIGNAL,MARKET_STRUCTURE,0.015563186566655047,2,"{""2021"": null, ""2022"": 0.0022824455578189574, ""2023"": 0.0431228930895855}",True
SIG-DAILY-12AEF37A2069E43F,CATEGORICAL_SIGNAL,MARKET_STRUCTURE,-0.02802702462096567,2,"{""2021"": null, ""2022"": 0.011567439661089193, ""2023"": 0.05257372861682306}",False
SIG-DAILY-75AB778ABC0F014A,CATEGORICAL_SIGNAL,MARKET_STRUCTURE,-0.06637338868941467,0,"{""2021"": null, ""2022"": -0.09666321468952849, ""2023"": -0.021078535467809103}",False
SIG-DAILY-353D29E09082B28E,CATEGORICAL_SIGNAL,MARKET_STRUCTURE,,0,"{""2021"": null, ""2022"": null, ""2023"": null}",False
SIG-DAILY-B41A9FC26A97A64D,CATEGORICAL_SIGNAL,MARKET_STRUCTURE,-0.0183307960285963,2,"{""2021"": null, ""2022"": 0.008917911336592465, ""2023"": 0.005219832437230076}",False
SIG-DAILY-4AFE27907A46D883,CATEGORICAL_SIGNAL,TREND_MOMENTUM,-0.06360956758102318,0,"{""2021"": null, ""2022"": -0.08802780193670844, ""2023"": -0.0065652614525879855}",False
SIG-DAILY-38FEFD9351AE6CED,CATEGORICAL_SIGNAL,TREND_MOMENTUM,0.029951045512374853,2,"{""2021"": null, ""2022"": 0.029057909148070465, ""2023"": 0.02197067203771265}",True
SIG-DAILY-A3EDD3114A1DCFF8,CATEGORICAL_SIGNAL,TREND_MOMENTUM,-0.025306629187661075,0,"{""2021"": null, ""2022"": null, ""2023"": null}",False
SIG-DAILY-3EEE20951F286F42,CATEGORICAL_SIGNAL,TREND_MOMENTUM,-0.05334401965404422,0,"{""2021"": null, ""2022"": -0.044169525664348744, ""2023"": -0.08437774586350609}",False
SIG-DAILY-0A45585B13116833,CATEGORICAL_SIGNAL,TREND_MOMENTUM,-0.054903403428146993,0,"{""2021"": null, ""2022"": -0.12013500536946824, ""2023"": -0.020176801306985178}",False
SIG-DAILY-F454C736E22735FE,CATEGORICAL_SIGNAL,TREND_MOMENTUM,0.08424119771142757,2,"{""2021"": null, ""2022"": 0.11573329389616102, ""2023"": 0.02978513741481493}",True
SIG-DAILY-C237322D48E3D8F5,CATEGORICAL_SIGNAL,TREND_MOMENTUM,0.04112905324368413,1,"{""2021"": null, ""2022"": -0.007613070417302343, ""2023"": 0.09975139252644377}",False
SIG-DAILY-7FC9522E508122F0,CATEGORICAL_SIGNAL,TREND_MOMENTUM,0.04112905324368413,1,"{""2021"": null, ""2022"": -0.007613070417302343, ""2023"": 0.09975139252644377}",False
SIG-DAILY-5EA42C8FA6BDB794,CATEGORICAL_SIGNAL,VOLUME_LIQUIDITY,-0.021930696110299384,0,"{""2021"": null, ""2022"": -0.003268345564897368, ""2023"": -0.06958019455721176}",False
SIG-DAILY-71025D7DFFE705B9,CATEGORICAL_SIGNAL,MARKET_STRUCTURE,-0.029120250313480082,0,"{""2021"": null, ""2022"": -0.0241042951492358, ""2023"": -0.008103819776450786}",False
SIG-DAILY-D4D371107CA96B89,CATEGORICAL_SIGNAL,MARKET_STRUCTURE,-0.04733830621003942,1,"{""2021"": null, ""2022"": 0.0016950721556006423, ""2023"": -0.048680082326391136}",False
SIG-DAILY-D0FE60705A94AC1E,CATEGORICAL_SIGNAL,MARKET_STRUCTURE,-0.03474311011207058,2,"{""2021"": null, ""2022"": 0.015941317335003705, ""2023"": 0.06869547371194339}",False
SIG-DAILY-7AC8DD10B04860D4,CATEGORICAL_SIGNAL,MARKET_STRUCTURE,0.04278759485671876,2,"{""2021"": null, ""2022"": 0.04266526992062479, ""2023"": 0.03730662833428445}",True
SIG-DAILY-743FE63608B0F396,CATEGORICAL_SIGNAL,MARKET_STRUCTURE,,0,"{""2021"": null, ""2022"": null, ""2023"": null}",False
SIG-DAILY-DA2DB60E8F352371,CATEGORICAL_SIGNAL,MARKET_STRUCTURE,0.03863484970427058,2,"{""2021"": null, ""2022"": 0.011440674862478253, ""2023"": 0.06273085456621331}",True
SIG-DAILY-D665BD3902BAC5E6,CATEGORICAL_SIGNAL,MARKET_STRUCTURE,0.017226585812836873,1,"{""2021"": null, ""2022"": -0.03595390054013405, ""2023"": 0.027092110527893093}",False
SIG-DAILY-6B75383875BA45E7,CATEGORICAL_SIGNAL,MARKET_STRUCTURE,-0.04258830258421162,0,"{""2021"": null, ""2022"": -0.10976212041172477, ""2023"": -0.059789471517594325}",False
SIG-DAILY-AD023F895FB3B80E,CATEGORICAL_SIGNAL,MARKET_STRUCTURE,-0.008869604800038053,0,"{""2021"": null, ""2022"": -0.0738922799874683, ""2023"": -0.007573706496189909}",False
SIG-DAILY-5E9439FFC74064ED,CATEGORICAL_SIGNAL,MARKET_STRUCTURE,-0.035669030720117664,1,"{""2021"": null, ""2022"": -0.08190313857079977, ""2023"": 0.0340504573496963}",False
SIG-DAILY-365CD8D6BC7635EA,CATEGORICAL_SIGNAL,MARKET_STRUCTURE,-0.10257932508136146,0,"{""2021"": null, ""2022"": -0.10257932508136146, ""2023"": null}",False
SIG-DAILY-55217A65F93026A8,CATEGORICAL_SIGNAL,MARKET_STRUCTURE,-0.11293709102816636,0,"{""2021"": null, ""2022"": -0.13066765542277317, ""2023"": -0.044203268115417776}",False
SIG-DAILY-77AD78683111BFF8,CATEGORICAL_SIGNAL,MARKET_STRUCTURE,-0.06961825240562926,0,"{""2021"": null, ""2022"": -0.09112372988211409, ""2023"": -0.04515515087398574}",False
SIG-DAILY-A2F5224032CB63DA,CATEGORICAL_SIGNAL,POSITION_RISK,-0.029120250313480082,0,"{""2021"": null, ""2022"": -0.0241042951492358, ""2023"": -0.008103819776450786}",False
SIG-DAILY-CFF1D58CE19AE5D5,CATEGORICAL_SIGNAL,MARKET_STRUCTURE,-0.01043464487039372,1,"{""2021"": null, ""2022"": 0.017938394009281357, ""2023"": -0.0056468684942074}",False
SIG-DAILY-BF2362ED4598A670,CATEGORICAL_SIGNAL,MARKET_STRUCTURE,0.02340311794340095,2,"{""2021"": null, ""2022"": 0.08851865937215214, ""2023"": 0.005071419819154029}",True
SIG-DAILY-6E168A7CC0DCE208,CATEGORICAL_SIGNAL,MARKET_STRUCTURE,-0.06637338868941467,0,"{""2021"": null, ""2022"": -0.09666321468952849, ""2023"": -0.021078535467809103}",False
SIG-DAILY-6F79BBC32C80CADC,CATEGORICAL_SIGNAL,MARKET_STRUCTURE,-0.04480835040017274,0,"{""2021"": null, ""2022"": -0.03665130314484613, ""2023"": -0.03247612009135135}",False
SIG-DAILY-D2B81D43B0034BDB,CATEGORICAL_SIGNAL,MARKET_STRUCTURE,,0,"{""2021"": null, ""2022"": null, ""2023"": null}",False
SIG-DAILY-D0F9F87D3278AC0E,CATEGORICAL_SIGNAL,MARKET_STRUCTURE,-0.07482734494910334,0,"{""2021"": null, ""2022"": -0.04202092513959837, ""2023"": -0.09187936694308033}",False
SIG-DAILY-1C4DA2A74B620738,CATEGORICAL_SIGNAL,MARKET_STRUCTURE,0.04948804270923988,2,"{""2021"": null, ""2022"": 0.04155934769996061, ""2023"": 0.0029154473903420185}",True
SIG-DAILY-B244637038F58D6F,CATEGORICAL_SIGNAL,MARKET_STRUCTURE,-0.05294942869572371,0,"{""2021"": null, ""2022"": -0.02319702730686464, ""2023"": -0.03261018049551264}",False
SIG-DAILY-8CC1489C32DDAA77,CATEGORICAL_SIGNAL,MARKET_STRUCTURE,-0.02285316472770705,1,"{""2021"": null, ""2022"": 0.01150545965386026, ""2023"": -0.011329615129647683}",False
SIG-DAILY-FFC673BB8087CF71,CATEGORICAL_SIGNAL,MARKET_STRUCTURE,0.00949961204664915,2,"{""2021"": null, ""2022"": 0.0254777197812713, ""2023"": 0.09652186154503722}",True
SIG-DAILY-51271A63186951C0,CATEGORICAL_SIGNAL,MARKET_STRUCTURE,,0,"{""2021"": null, ""2022"": null, ""2023"": null}",False
SIG-DAILY-FA18BDC179709AAE,CATEGORICAL_SIGNAL,MARKET_STRUCTURE,-0.032203007836227544,0,"{""2021"": null, ""2022"": -0.06036645022264771, ""2023"": -0.09082744535034584}",False
SIG-DAILY-B24124ECC7183AFF,CATEGORICAL_SIGNAL,MARKET_STRUCTURE,,0,"{""2021"": null, ""2022"": null, ""2023"": null}",False
SIG-DAILY-DDCC43DCE8465979,CATEGORICAL_SIGNAL,MARKET_STRUCTURE,0.004753969360907609,0,"{""2021"": null, ""2022"": -0.0046300513256208485, ""2023"": -0.00850729748551134}",False
SIG-DAILY-54F0F5048C383A79,CATEGORICAL_SIGNAL,MARKET_STRUCTURE,-0.03433984751512772,0,"{""2021"": null, ""2022"": -0.04815176354925957, ""2023"": -0.053093894742776995}",False
SIG-DAILY-006E108475A53967,CATEGORICAL_SIGNAL,MARKET_STRUCTURE,0.028586953933116135,0,"{""2021"": null, ""2022"": -0.02474221600928042, ""2023"": -0.06562008790944159}",False
SIG-DAILY-70BFAEFAB8A5E458,CATEGORICAL_SIGNAL,MARKET_STRUCTURE,0.1132270427528712,2,"{""2021"": null, ""2022"": 0.1708982316242415, ""2023"": 0.06218405709472126}",True
SIG-DAILY-4F8BE10C428F2CD2,CATEGORICAL_SIGNAL,MARKET_STRUCTURE,0.008066257155370904,0,"{""2021"": null, ""2022"": null, ""2023"": null}",False
SIG-DAILY-7FFBBA95047D671C,CATEGORICAL_SIGNAL,MARKET_STRUCTURE,-0.008495624343804483,1,"{""2021"": null, ""2022"": 0.03431492999198285, ""2023"": -0.012610449740942855}",False
SIG-DAILY-3029ACBD70072B54,CATEGORICAL_SIGNAL,MARKET_STRUCTURE,-0.035211406336695276,0,"{""2021"": null, ""2022"": -0.014040421415025352, ""2023"": -0.06345505801669175}",False
SIG-DAILY-6DCD9C21A366378E,CATEGORICAL_SIGNAL,MARKET_STRUCTURE,0.016945558595173684,0,"{""2021"": null, ""2022"": -0.011992266879256575, ""2023"": -0.006262540885227437}",False
SIG-DAILY-754B1B7DA88732FD,CATEGORICAL_SIGNAL,MARKET_STRUCTURE,-0.006446046597314321,1,"{""2021"": null, ""2022"": -0.07223796221106109, ""2023"": 0.01374484480785008}",False
SIG-DAILY-37F71870E1534BB7,CATEGORICAL_SIGNAL,MARKET_STRUCTURE,0.0881280117610935,2,"{""2021"": null, ""2022"": 0.04711716138834152, ""2023"": 0.14925787445439842}",True
SIG-DAILY-4E715740D5C26664,CATEGORICAL_SIGNAL,MARKET_STRUCTURE,0.07731925204325786,2,"{""2021"": null, ""2022"": 0.03745884483124507, ""2023"": 0.13026210903864302}",True
SIG-DAILY-504C9BDCDF48A87D,CATEGORICAL_SIGNAL,MARKET_STRUCTURE,0.04563923048944527,2,"{""2021"": null, ""2022"": 0.04711716138834152, ""2023"": 0.06124639632862654}",True
SIG-DAILY-BB6A73B3F5519A0F,CATEGORICAL_SIGNAL,MARKET_STRUCTURE,-0.02693100907487414,1,"{""2021"": null, ""2022"": -0.04743352150533484, ""2023"": 0.023027723167085495}",False
SIG-DAILY-914768D41E90B90F,CATEGORICAL_SIGNAL,MARKET_STRUCTURE,-0.031191548616012546,0,"{""2021"": null, ""2022"": -0.0522878495861391, ""2023"": -0.03810733423653892}",False
SIG-DAILY-06ECC5FDB2A5E401,CATEGORICAL_SIGNAL,TREND_MOMENTUM,0.04485517469689996,2,"{""2021"": null, ""2022"": 0.027390865951676134, ""2023"": 0.017281820552040514}",True
SIG-DAILY-FE3DB03285656D2E,CATEGORICAL_SIGNAL,TREND_MOMENTUM,0.08070674003427991,1,"{""2021"": null, ""2022"": 0.10119942712388373, ""2023"": -0.011084994257532052}",False
SIG-DAILY-2C51E580AC629FFC,CATEGORICAL_SIGNAL,VOLUME_LIQUIDITY,0.0745011195458364,1,"{""2021"": null, ""2022"": 0.08995839425164119, ""2023"": -0.01282068385708755}",False
SIG-DAILY-711658A422C7ACB5,CATEGORICAL_SIGNAL,TREND_MOMENTUM,-0.007579010465845535,1,"{""2021"": null, ""2022"": -0.031086474483998285, ""2023"": 0.03963146026865136}",False
SIG-DAILY-21B68548766609EE,CATEGORICAL_SIGNAL,MARKET_STRUCTURE,-0.05149016092168635,0,"{""2021"": null, ""2022"": -0.03157383021649558, ""2023"": -0.03127381488053454}",False
SIG-DAILY-862CD08F58FA38A7,CATEGORICAL_SIGNAL,MARKET_STRUCTURE,0.12329110394769642,1,"{""2021"": null, ""2022"": null, ""2023"": 0.13067543360480455}",False
SIG-DAILY-C9600CC78D0A03B9,CATEGORICAL_SIGNAL,MARKET_STRUCTURE,-0.05450687164342243,0,"{""2021"": null, ""2022"": -0.029366149748969922, ""2023"": -0.0503929267683818}",False
SIG-DAILY-914ECF94F2DB05E0,CATEGORICAL_SIGNAL,MARKET_STRUCTURE,,0,"{""2021"": null, ""2022"": null, ""2023"": null}",False
SIG-DAILY-E4456A611B25007F,CATEGORICAL_SIGNAL,MARKET_STRUCTURE,-0.013285819470274988,0,"{""2021"": null, ""2022"": -0.009932750643418154, ""2023"": -0.016766041244738458}",False
SIG-DAILY-3D97A48F856B3D5F,CATEGORICAL_SIGNAL,MARKET_STRUCTURE,,0,"{""2021"": null, ""2022"": null, ""2023"": null}",False
SIG-DAILY-540CF1783C5CD2DC,CATEGORICAL_SIGNAL,MARKET_STRUCTURE,,0,"{""2021"": null, ""2022"": null, ""2023"": null}",False
SIG-DAILY-B45654EFDA67C2ED,CATEGORICAL_SIGNAL,MARKET_STRUCTURE,-0.02452488725590459,0,"{""2021"": null, ""2022"": null, ""2023"": null}",False
SIG-DAILY-C26C86AD2CDB4BC9,CATEGORICAL_SIGNAL,MARKET_STRUCTURE,0.04355957404840943,2,"{""2021"": null, ""2022"": 0.0536374706087455, ""2023"": 0.0343318983822857}",True
SIG-DAILY-709F05DE171A9E30,CATEGORICAL_SIGNAL,MARKET_STRUCTURE,-0.029120250313480082,0,"{""2021"": null, ""2022"": -0.0241042951492358, ""2023"": -0.008103819776450786}",False
SIG-DAILY-03D66D2FB308EFC4,CATEGORICAL_SIGNAL,MARKET_STRUCTURE,-0.0022549136602460344,0,"{""2021"": null, ""2022"": -0.03811530841314934, ""2023"": -0.10269704870011451}",False
SIG-DAILY-E7A45581B9BA0556,CATEGORICAL_SIGNAL,MARKET_STRUCTURE,-0.056188415564657146,0,"{""2021"": null, ""2022"": -0.009723546978058075, ""2023"": -0.12675517059666042}",False
SIG-DAILY-DC593DC885162D4C,CATEGORICAL_SIGNAL,MARKET_STRUCTURE,-0.0844422789094046,0,"{""2021"": null, ""2022"": -0.041448293480077274, ""2023"": -0.1767502349998857}",False
SIG-DAILY-0B377BC6629F60B0,CATEGORICAL_SIGNAL,MARKET_STRUCTURE,,0,"{""2021"": null, ""2022"": null, ""2023"": null}",False
SIG-DAILY-4FFA7B857D7AAC97,CATEGORICAL_SIGNAL,MARKET_STRUCTURE,,0,"{""2021"": null, ""2022"": null, ""2023"": null}",False
SIG-DAILY-D93FB269FC9D4F84,CATEGORICAL_SIGNAL,MARKET_STRUCTURE,,0,"{""2021"": null, ""2022"": null, ""2023"": null}",False
SIG-DAILY-8F62BDF96C6A3E0A,CATEGORICAL_SIGNAL,MARKET_STRUCTURE,,0,"{""2021"": null, ""2022"": null, ""2023"": null}",False
SIG-DAILY-F63B3328339E4A4D,CATEGORICAL_SIGNAL,MARKET_STRUCTURE,0.020097961637325145,0,"{""2021"": null, ""2022"": -0.03214306318432093, ""2023"": -0.05666142351960024}",False
SIG-DAILY-CB89AF76F3C050EC,CATEGORICAL_SIGNAL,MARKET_STRUCTURE,,0,"{""2021"": null, ""2022"": null, ""2023"": null}",False
SIG-DAILY-42097AF3BF3FAA54,CATEGORICAL_SIGNAL,TREND_MOMENTUM,0.006077345904440622,0,"{""2021"": null, ""2022"": -0.03703147259409944, ""2023"": -0.0231495698820421}",False
SIG-DAILY-CBB9F6B9F0DC8F15,CATEGORICAL_SIGNAL,TREND_MOMENTUM,0.06719791306988897,2,"{""2021"": null, ""2022"": 0.0682194724322411, ""2023"": 0.052059303487807164}",True
SIG-DAILY-237861522E82B797,CATEGORICAL_SIGNAL,VOLUME_LIQUIDITY,-0.08311178076963183,0,"{""2021"": null, ""2022"": -0.08909357753743277, ""2023"": -0.06421002226615072}",False
SIG-DAILY-022EF627B9D475C9,CATEGORICAL_SIGNAL,VOLUME_LIQUIDITY,-0.07494609116040583,0,"{""2021"": null, ""2022"": -0.0861979056818206, ""2023"": -0.13319670259212432}",False
SIG-DAILY-962B8ED32C2CBFA1,CATEGORICAL_SIGNAL,POSITION_VALUATION,-0.08709474275194752,0,"{""2021"": null, ""2022"": -0.09685756248773883, ""2023"": -0.05982858689102992}",False
SIG-DAILY-081655C8E882532B,CATEGORICAL_SIGNAL,POSITION_VALUATION,0.03824295593861735,2,"{""2021"": null, ""2022"": 0.037500214454739014, ""2023"": 0.018207973408569025}",True
SIG-DAILY-6F44DB7FD24A3B3C,CATEGORICAL_SIGNAL,POSITION_VALUATION,0.013787692022683441,0,"{""2021"": null, ""2022"": -0.0440736044508835, ""2023"": -0.010207334171150807}",False
SIG-DAILY-CA38FD12886C0D70,CATEGORICAL_SIGNAL,POSITION_VALUATION,-0.003336160573160869,1,"{""2021"": null, ""2022"": -0.008804200999761, ""2023"": 0.07651961854622591}",False
SIG-DAILY-9D39EF5AA6BA67DE,CATEGORICAL_SIGNAL,TREND_MOMENTUM,-0.02452488725590459,0,"{""2021"": null, ""2022"": null, ""2023"": null}",False
SIG-DAILY-790C8251DB6D8D28,CATEGORICAL_SIGNAL,TREND_MOMENTUM,,0,"{""2021"": null, ""2022"": null, ""2023"": null}",False
SIG-DAILY-39BE734DBC17B876,CATEGORICAL_SIGNAL,TREND_MOMENTUM,-0.008066257155370904,0,"{""2021"": null, ""2022"": null, ""2023"": null}",False
SIG-DAILY-0F1D8BA08FBCE1F9,CATEGORICAL_SIGNAL,VOLATILITY_RISK,-0.015418788308893438,0,"{""2021"": null, ""2022"": -0.017329274523569832, ""2023"": -0.03453590159569106}",False
SIG-DAILY-A2849FC365F743BC,CATEGORICAL_SIGNAL,VOLATILITY_RISK,-0.005195866342949117,0,"{""2021"": null, ""2022"": -0.10541856938157725, ""2023"": -0.04247081006621048}",False
SIG-DAILY-699BEADF8A55E336,CATEGORICAL_SIGNAL,VOLATILITY_RISK,0.008066257155370904,0,"{""2021"": null, ""2022"": null, ""2023"": null}",False
SIG-DAILY-598CFD5335908E54,CATEGORICAL_SIGNAL,VOLATILITY_RISK,-0.05949237319265267,0,"{""2021"": null, ""2022"": -0.04831159099409892, ""2023"": -0.036944453342673815}",False
SIG-DAILY-D603DAF0E99A8ECD,CATEGORICAL_SIGNAL,VOLATILITY_RISK,-0.08947418934175944,0,"{""2021"": null, ""2022"": -0.1080113626680283, ""2023"": -0.024320917807657647}",False
SIG-DAILY-5CB47303948E9F2A,CATEGORICAL_SIGNAL,VOLATILITY_RISK,-0.014892954963712426,0,"{""2021"": null, ""2022"": -0.03256260756328289, ""2023"": -0.10966477671469393}",False
SIG-DAILY-EEFB83AF3B55F938,CATEGORICAL_SIGNAL,TREND_MOMENTUM,-0.026466110827628942,2,"{""2021"": null, ""2022"": 0.0013439691246322305, ""2023"": 0.006486804243760181}",False
SIG-DAILY-FE3AC1AF76CDFE80,CATEGORICAL_SIGNAL,TREND_MOMENTUM,0.04615657754582965,2,"{""2021"": null, ""2022"": 0.010579190763901769, ""2023"": 0.060090121035966046}",True
SIG-DAILY-33BCFCEBC1287A2D,CATEGORICAL_SIGNAL,TREND_MOMENTUM,0.007902381588338338,2,"{""2021"": null, ""2022"": 0.010823918882841552, ""2023"": 0.014499338415040251}",True
SIG-DAILY-41AB6BDD831B599A,CATEGORICAL_SIGNAL,TREND_MOMENTUM,0.00942772786852039,1,"{""2021"": null, ""2022"": 0.05666489102219843, ""2023"": -0.016761242294515727}",False
SIG-DAILY-AE11D4D52EE377A3,CATEGORICAL_SIGNAL,TREND_MOMENTUM,-0.07364046526867603,0,"{""2021"": null, ""2022"": -0.11741746864944153, ""2023"": -0.011626892934004691}",False
SIG-DAILY-A2D1B48F073E7BBB,CATEGORICAL_SIGNAL,TREND_MOMENTUM,-0.03668695547088115,2,"{""2021"": null, ""2022"": 0.07423771508969423, ""2023"": 0.007751629329363262}",False
SIG-DAILY-F5321C9125A46349,CATEGORICAL_SIGNAL,TREND_MOMENTUM,-0.05869889634281206,0,"{""2021"": null, ""2022"": -0.0753383827242306, ""2023"": -0.005512987336670901}",False
SIG-DAILY-D3F63B0E0CA94CA3,CATEGORICAL_SIGNAL,TREND_MOMENTUM,0.021754041347812943,1,"{""2021"": null, ""2022"": -0.02358796618875451, ""2023"": 0.01083424117961426}",False
SIG-DAILY-5F5C13B209AF118E,CATEGORICAL_SIGNAL,TREND_MOMENTUM,-0.08453322699273762,0,"{""2021"": null, ""2022"": -0.08814471694818068, ""2023"": -0.041132137707257044}",False
SIG-DAILY-0A4EF64DAF2AD9D7,CATEGORICAL_SIGNAL,TREND_MOMENTUM,0.0853677582004752,2,"{""2021"": null, ""2022"": 0.09497233372681858, ""2023"": 0.06780347517503306}",True
SIG-DAILY-F6A24DED52F30325,CATEGORICAL_SIGNAL,TREND_MOMENTUM,-0.0009596678448757336,2,"{""2021"": null, ""2022"": 0.03793575640545625, ""2023"": 0.11042074139605984}",False
SIG-DAILY-C74506EDA2C8628B,CATEGORICAL_SIGNAL,TREND_MOMENTUM,-0.061523365434715024,0,"{""2021"": null, ""2022"": -0.10461208806670223, ""2023"": -0.030807980920482297}",False
SIG-DAILY-0AA5056AFF9F7249,CATEGORICAL_SIGNAL,TREND_MOMENTUM,0.0024982340427564934,0,"{""2021"": null, ""2022"": -0.010266597861025776, ""2023"": -0.09104290973855601}",False
SIG-DAILY-95DB8EFB6A904BC0,CATEGORICAL_SIGNAL,TREND_MOMENTUM,0.02803974389918087,1,"{""2021"": null, ""2022"": -0.016268872865466386, ""2023"": 0.04602023201517307}",False
SIG-DAILY-187CDAB926EC3AAB,CATEGORICAL_SIGNAL,TREND_MOMENTUM,,0,"{""2021"": null, ""2022"": null, ""2023"": null}",False
SIG-DAILY-C739644A6D33DBBF,CATEGORICAL_SIGNAL,TREND_MOMENTUM,,0,"{""2021"": null, ""2022"": null, ""2023"": null}",False
SIG-DAILY-D51B123BD4EE4E7F,CATEGORICAL_SIGNAL,TREND_MOMENTUM,0.014059903504633252,2,"{""2021"": null, ""2022"": 0.09728326321219652, ""2023"": 0.08855265948443969}",True
SIG-DAILY-5871ADFFF257A14C,CATEGORICAL_SIGNAL,TREND_MOMENTUM,-0.021281980319500647,1,"{""2021"": null, ""2022"": -0.0499483714541198, ""2023"": 0.007398039619880356}",False
SIG-DAILY-B9B4D2641D2729E2,CATEGORICAL_SIGNAL,TREND_MOMENTUM,-0.021281980319500647,1,"{""2021"": null, ""2022"": -0.0499483714541198, ""2023"": 0.007398039619880356}",False
SIG-DAILY-62DE80E0D2AABDF5,CATEGORICAL_SIGNAL,TREND_MOMENTUM,-0.02864025592681994,0,"{""2021"": null, ""2022"": -0.020959008371410178, ""2023"": -0.04350055935670643}",False
SIG-DAILY-E1B227A3211CA492,CATEGORICAL_SIGNAL,TREND_MOMENTUM,-0.06367140262360464,0,"{""2021"": null, ""2022"": -0.026018517377322983, ""2023"": -0.12298550262882263}",False
SIG-DAILY-DE45603DC5114C6E,CATEGORICAL_SIGNAL,TREND_MOMENTUM,0.07113460317452544,2,"{""2021"": null, ""2022"": 0.12208273426746905, ""2023"": 0.0020922599201541785}",True
SIG-DAILY-408CC7DAD4AB9D54,CATEGORICAL_SIGNAL,TREND_MOMENTUM,-0.09106600844445976,0,"{""2021"": null, ""2022"": -0.08579283209733357, ""2023"": -0.0602353673594744}",False
SIG-DAILY-B7463C2B6B617BF9,CATEGORICAL_SIGNAL,TREND_MOMENTUM,-0.06389063424347749,1,"{""2021"": null, ""2022"": -0.10869972638739978, ""2023"": 0.008577035529820174}",False
SIG-DAILY-BB4B81CC4582D175,CATEGORICAL_SIGNAL,TREND_MOMENTUM,-0.0018277038957159205,2,"{""2021"": null, ""2022"": 0.0014431513208730204, ""2023"": 0.0771677617345945}",False
SIG-DAILY-F426D91E3A828AE0,CATEGORICAL_SIGNAL,TREND_MOMENTUM,0.022164990777412772,1,"{""2021"": null, ""2022"": -0.026105057114724405, ""2023"": 0.0005300781686204629}",False
SIG-DAILY-B61B26A9B16E7BDB,CATEGORICAL_SIGNAL,TREND_MOMENTUM,-0.03599589375118834,1,"{""2021"": null, ""2022"": -0.02625943151300195, ""2023"": 0.04194273184158776}",False
SIG-DAILY-88A222CABB3542B2,CATEGORICAL_SIGNAL,TREND_MOMENTUM,0.019666992045115433,1,"{""2021"": null, ""2022"": -0.03580254204951426, ""2023"": 0.01998584975708042}",False
SIG-DAILY-5B4888ED1F9C330D,CATEGORICAL_SIGNAL,TREND_MOMENTUM,-0.07450678470845426,0,"{""2021"": null, ""2022"": -0.06286495153365329, ""2023"": -0.03044746871931306}",False
SIG-DAILY-95667A17D48D85D1,CATEGORICAL_SIGNAL,MARKET_STRUCTURE,0.0537024986841223,2,"{""2021"": null, ""2022"": 0.024850883566445877, ""2023"": 0.11372188982561192}",True
SIG-DAILY-18CDE0DB7BA16C40,CATEGORICAL_SIGNAL,TREND_MOMENTUM,-0.003913794951559134,0,"{""2021"": null, ""2022"": -0.01617097955510263, ""2023"": -0.11280552548480637}",False
SIG-DAILY-32A75148D5E0BE3B,CATEGORICAL_SIGNAL,TREND_MOMENTUM,-0.026646557041022402,2,"{""2021"": null, ""2022"": 0.004538134322636198, ""2023"": 0.05079707704819813}",False
SIG-DAILY-93BA325393A0F9B9,CATEGORICAL_SIGNAL,TREND_MOMENTUM,-0.016725747204477698,2,"{""2021"": null, ""2022"": 0.01916193963004658, ""2023"": 0.08922318343200702}",False
SIG-DAILY-A5DF01581C2DBC8F,CATEGORICAL_SIGNAL,TREND_MOMENTUM,0.016228119587660194,0,"{""2021"": null, ""2022"": -0.0401823110248502, ""2023"": -0.03495754127339863}",False
