signal_id,name,namespace,registry_category,frequency,status,config_json,output_key,s001_reference_function,observed_days,primary_state_count,primary_value_counts_json,full_value_counts_json,error_type,error
SIG-DAILY-A3EDD3114A1DCFF8,cmo_up_dw_line_V230605,cmo,kline,daily,GENERATED,"{""di"":1,""freq"":""日线"",""m"":30,""n"":70,""name"":""cmo_up_dw_line_V230605""}",日线_D1N70M30_CMO能量V230605,False,1378,3,"{""其他"":1312,""看多"":57,""看空"":9}","{""其他_任意_任意"":1312,""看多_任意_任意"":57,""看空_任意_任意"":9}",,
SIG-DAILY-3EEE20951F286F42,coo_cci_V230323,coo,kline,daily,GENERATED,"{""di"":1,""freq"":""日线"",""m"":5,""ma_type"":""SMA"",""n"":20,""name"":""coo_cci_V230323""}",日线_D1CCI20#SMA#5_BS辅助V230323,False,1378,3,"{""其他"":894,""多头"":283,""空头"":201}","{""其他_任意_任意"":894,""多头_向上_任意"":152,""多头_向下_任意"":131,""空头_向上_任意"":91,""空头_向下_任意"":110}",,
SIG-DAILY-0A45585B13116833,coo_kdj_V230322,coo,kline,daily,GENERATED,"{""di"":1,""fastk_period"":9,""freq"":""日线"",""ma_type"":""EMA"",""n"":3,""name"":""coo_kdj_V230322"",""slowd_period"":3,""slowk_period"":3}",日线_D1KDJ9#3#3#EMA#3_BS辅助V230322,False,1378,3,"{""其他"":1012,""多头"":213,""空头"":153}","{""其他_任意_任意"":1012,""多头_任意_任意"":213,""空头_任意_任意"":153}",,
SIG-DAILY-F454C736E22735FE,coo_sar_V230325,coo,kline,daily,GENERATED,"{""di"":1,""freq"":""日线"",""n"":60,""name"":""coo_sar_V230325""}",日线_D1N60SAR_BS辅助V230325,False,1378,3,"{""其他"":1058,""多头"":190,""空头"":130}","{""其他_任意_任意"":1058,""多头_任意_任意"":190,""空头_任意_任意"":130}",,
SIG-DAILY-C237322D48E3D8F5,coo_td_V221110,coo,kline,daily,GENERATED,"{""freq"":""日线"",""name"":""coo_td_V221110"",""parameter_policy"":""native_defaults""}",日线_D1K_TD,False,1378,2,"{""其他"":71,""延续"":1307}","{""其他_其他_任意"":71,""延续_TD底_任意"":263,""延续_TD顶_任意"":476,""延续_非底_任意"":286,""延续_非顶_任意"":282}",,
SIG-DAILY-7FC9522E508122F0,coo_td_V221111,coo,kline,daily,GENERATED,"{""di"":1,""freq"":""日线"",""name"":""coo_td_V221111""}",日线_D1TD_BS辅助V221111,False,1378,2,"{""其他"":71,""延续"":1307}","{""其他_其他_任意"":71,""延续_TD底_任意"":263,""延续_TD顶_任意"":476,""延续_非底_任意"":286,""延续_非顶_任意"":282}",,
SIG-DAILY-5EA42C8FA6BDB794,cvolp_up_dw_line_V230612,cvolp,kline,daily,GENERATED,"{""di"":1,""dw"":5,""freq"":""日线"",""m"":55,""n"":34,""name"":""cvolp_up_dw_line_V230612"",""up"":5}",日线_D1N34M55UP5DW5_CVOLP动量变化率V230612,False,1378,3,"{""其他"":130,""看多"":570,""看空"":678}","{""其他_任意_任意"":130,""看多_任意_任意"":570,""看空_任意_任意"":678}",,
SIG-DAILY-71025D7DFFE705B9,cxt_bi_base_V230228,cxt,kline,daily,GENERATED,"{""bi_init_length"":9,""freq"":""日线"",""name"":""cxt_bi_base_V230228""}",日线_D0BL9_V230228,False,1378,2,"{""向上"":744,""向下"":634}","{""向上_中继_任意"":259,""向上_转折_任意"":485,""向下_中继_任意"":174,""向下_转折_任意"":460}",,
SIG-DAILY-D4D371107CA96B89,cxt_bi_end_V230104,cxt,kline,daily,GENERATED,"{""freq"":""日线"",""ma_type"":""SMA"",""name"":""cxt_bi_end_V230104"",""th"":50,""timeperiod"":5}",日线_D0SMA#5T50_BE辅助V230104,False,1378,3,"{""其他"":1343,""看多"":28,""看空"":7}","{""其他_任意_任意"":1343,""看多_任意_任意"":28,""看空_任意_任意"":7}",,
SIG-DAILY-D0FE60705A94AC1E,cxt_bi_end_V230105,cxt,kline,daily,GENERATED,"{""freq"":""日线"",""ma_type"":""SMA"",""name"":""cxt_bi_end_V230105"",""th"":50,""timeperiod"":5}",日线_D0SMA#5T50_BE辅助V230105,False,1378,3,"{""其他"":1326,""看多"":14,""看空"":38}","{""其他_任意_任意"":1326,""看多_任意_任意"":14,""看空_任意_任意"":38}",,
SIG-DAILY-7AC8DD10B04860D4,cxt_bi_end_V230222,cxt,kline,daily,GENERATED,"{""freq"":""日线"",""max_overlap"":3,""name"":""cxt_bi_end_V230222""}",日线_D1MO3_BE辅助V230222,False,1378,3,"{""其他"":814,""新低"":263,""新高"":301}","{""其他_其他_任意"":568,""其他_第其他次_任意"":246,""新低_第1次_任意"":99,""新低_第2次_任意"":81,""新低_第3次_任意"":47,""新低_第4次_任意"":17,""新低_第5次_任意"":6,""新低_第6次_任意"":6,""新低_第7次_任意"":1,""新低_第8次_任意"":3,""新低_第9次_任意"":3,""新高_第1次_任意"":121,""新高_第2次_任意"":64,""新高_第3次_任意"":46,""新高_第4次_任意"":31,""新高_第5次_任意"":19,""新高_第6次_任意"":8,""新高_第7次_任意"":7,""新高_第8次_任意"":5}",,
SIG-DAILY-743FE63608B0F396,cxt_bi_end_V230224,cxt,kline,daily,GENERATED,"{""freq"":""日线"",""name"":""cxt_bi_end_V230224""}",日线_D1_BE辅助V230224,False,1378,3,"{""其他"":1368,""看多"":8,""看空"":2}","{""其他_任意_任意"":1368,""看多_任意_任意"":8,""看空_任意_任意"":2}",,
SIG-DAILY-DA2DB60E8F352371,cxt_bi_end_V230312,cxt,kline,daily,GENERATED,"{""fastperiod"":12,""freq"":""日线"",""name"":""cxt_bi_end_V230312"",""signalperiod"":9,""slowperiod"":26}",日线_D0MACD12#26#9_BE辅助V230312,False,1378,3,"{""其他"":959,""看多"":184,""看空"":235}","{""其他_任意_任意"":959,""看多_任意_任意"":184,""看空_任意_任意"":235}",,
SIG-DAILY-D665BD3902BAC5E6,cxt_bi_end_V230320,cxt,kline,daily,GENERATED,"{""freq"":""日线"",""max_overlap"":3,""name"":""cxt_bi_end_V230320""}",日线_D0质数窗口MO3_BE辅助V230320,False,1378,3,"{""其他"":1260,""看多"":51,""看空"":67}","{""其他_任意_任意"":1260,""看多_11K_任意"":15,""看多_13K_任意"":13,""看多_17K_任意"":8,""看多_19K_任意"":6,""看多_23K_任意"":4,""看多_29K_任意"":1,""看多_31K_任意"":1,""看多_41K_任意"":1,""看多_47K_任意"":1,""看多_53K_任意"":1,""看空_11K_任意"":16,""看空_13K_任意"":13,""看空_17K_任意"":10,""看空_19K_任意"":9,""看空_23K_任意"":7,""看空_29K_任意"":3,""看空_31K_任意"":3,""看空_37K_任意"":1,""看空_41K_任意"":1,""看空_43K_任意"":1,""看空_47K_任意"":2,""看空_53K_任意"":1}",,
SIG-DAILY-6B75383875BA45E7,cxt_bi_end_V230322,cxt,kline,daily,GENERATED,"{""freq"":""日线"",""ma_type"":""SMA"",""name"":""cxt_bi_end_V230322"",""timeperiod"":5}",日线_D0分型配合SMA#5_BE辅助V230322,False,1378,3,"{""其他"":1245,""看多"":70,""看空"":63}","{""其他_任意_任意"":1245,""看多_反向分型_任意"":39,""看多_同向分型_任意"":31,""看空_反向分型_任意"":32,""看空_同向分型_任意"":31}",,
SIG-DAILY-AD023F895FB3B80E,cxt_bi_end_V230324,cxt,kline,daily,GENERATED,"{""freq"":""日线"",""ma_type"":""SMA"",""name"":""cxt_bi_end_V230324"",""timeperiod"":5}",日线_D0SMA#5均线突破_BE辅助V230324,False,1378,3,"{""其他"":1063,""看多"":175,""看空"":140}","{""其他_任意_任意"":1063,""看多_任意_任意"":175,""看空_任意_任意"":140}",,
SIG-DAILY-5E9439FFC74064ED,cxt_bi_end_V230618,cxt,kline,daily,GENERATED,"{""di"":1,""freq"":""日线"",""max_overlap"":3,""name"":""cxt_bi_end_V230618""}",日线_D1MO3_BE辅助V230618,False,1378,3,"{""其他"":683,""看多"":346,""看空"":349}","{""其他_任意_任意"":683,""看多_1小中枢_任意"":33,""看多_2小中枢_任意"":22,""看多_3小中枢_任意"":17,""看多_4小中枢_任意"":10,""看多_其他_任意"":264,""看空_1小中枢_任意"":21,""看空_2小中枢_任意"":45,""看空_3小中枢_任意"":1,""看空_4小中枢_任意"":7,""看空_5小中枢_任意"":15,""看空_6小中枢_任意"":5,""看空_7小中枢_任意"":1,""看空_其他_任意"":254}",,
SIG-DAILY-365CD8D6BC7635EA,cxt_bi_end_V230815,cxt,kline,daily,GENERATED,"{""freq"":""日线"",""name"":""cxt_bi_end_V230815""}",日线_快速突破_BE辅助V230815,False,1378,3,"{""其他"":1362,""向上"":10,""向下"":6}","{""其他_任意_任意"":1362,""向上_任意_任意"":10,""向下_任意_任意"":6}",,
SIG-DAILY-55217A65F93026A8,cxt_bi_status_V230101,cxt,kline,daily,GENERATED,"{""freq"":""日线"",""name"":""cxt_bi_status_V230101""}",日线_D1_表里关系V230101,True,1378,2,"{""向上"":726,""向下"":652}","{""向上_延伸_任意"":355,""向上_顶分_任意"":371,""向下_底分_任意"":358,""向下_延伸_任意"":294}",,
SIG-DAILY-77AD78683111BFF8,cxt_bi_status_V230102,cxt,kline,daily,GENERATED,"{""freq"":""日线"",""name"":""cxt_bi_status_V230102""}",日线_D1_表里关系V230102,False,1378,3,"{""其他"":778,""向上"":315,""向下"":285}","{""其他_任意_任意"":778,""向上_延伸_任意"":128,""向上_顶分_任意"":187,""向下_底分_任意"":180,""向下_延伸_任意"":105}",,
SIG-DAILY-A2F5224032CB63DA,cxt_bi_stop_V230815,cxt,kline,daily,GENERATED,"{""freq"":""日线"",""name"":""cxt_bi_stop_V230815"",""th"":50}",日线_距离50BP_止损V230815,False,1378,2,"{""向上"":744,""向下"":634}","{""向上_阈值内_任意"":13,""向上_阈值外_任意"":731,""向下_阈值内_任意"":40,""向下_阈值外_任意"":594}",,
SIG-DAILY-CFF1D58CE19AE5D5,cxt_bi_trend_V230824,cxt,kline,daily,GENERATED,"{""di"":1,""freq"":""日线"",""n"":4,""name"":""cxt_bi_trend_V230824"",""th"":2}",日线_D1N4TH2_形态V230824,False,1378,3,"{""向上"":379,""向下"":391,""横盘"":608}","{""向上_任意_任意"":379,""向下_任意_任意"":391,""横盘_任意_任意"":608}",,
SIG-DAILY-BF2362ED4598A670,cxt_bi_trend_V230913,cxt,kline,daily,GENERATED,"{""di"":4,""freq"":""日线"",""n"":1,""name"":""cxt_bi_trend_V230913""}",日线_D4N1笔趋势_高低点辅助判断V230913,False,1378,3,"{""上升趋势"":271,""下降趋势"":231,""观望"":876}","{""上升趋势_强_任意"":217,""上升趋势_超强_任意"":54,""下降趋势_强_任意"":178,""下降趋势_超强_任意"":53,""观望_末笔延伸_任意"":795,""观望_趋势线交叉_任意"":81}",,
SIG-DAILY-6E168A7CC0DCE208,cxt_bi_zdf_V230601,cxt,kline,daily,GENERATED,"{""di"":1,""freq"":""日线"",""n"":5,""name"":""cxt_bi_zdf_V230601""}",日线_D1N5_分层V230601,False,1378,3,"{""其他"":488,""向上"":436,""向下"":454}","{""其他_任意_任意"":488,""向上_第1层_任意"":57,""向上_第2层_任意"":90,""向上_第3层_任意"":80,""向上_第4层_任意"":107,""向上_第5层_任意"":102,""向下_第1层_任意"":118,""向下_第2层_任意"":61,""向下_第3层_任意"":63,""向下_第4层_任意"":120,""向下_第5层_任意"":92}",,
SIG-DAILY-6F79BBC32C80CADC,cxt_bs_V240526,cxt,kline,daily,GENERATED,"{""freq"":""日线"",""name"":""cxt_bs_V240526""}",日线_趋势跟随_BS辅助V240526,False,1378,3,"{""买点"":29,""其他"":1339,""卖点"":10}","{""买点_任意_任意"":29,""其他_任意_任意"":1339,""卖点_任意_任意"":10}",,
SIG-DAILY-D2B81D43B0034BDB,cxt_bs_V240527,cxt,kline,daily,GENERATED,"{""freq"":""日线"",""name"":""cxt_bs_V240527""}",日线_趋势跟随_BS辅助V240527,False,1378,3,"{""买点"":19,""其他"":1329,""卖点"":30}","{""买点_任意_任意"":19,""其他_任意_任意"":1329,""卖点_任意_任意"":30}",,
SIG-DAILY-D0F9F87D3278AC0E,cxt_decision_V240526,cxt,kline,daily,GENERATED,"{""freq"":""日线"",""n"":9,""name"":""cxt_decision_V240526""}",日线_分型区域N9_决策区域V240526,False,1378,3,"{""其他"":1303,""开多"":24,""开空"":51}","{""其他_任意_任意"":1303,""开多_任意_任意"":24,""开空_任意_任意"":51}",,
SIG-DAILY-1C4DA2A74B620738,cxt_decision_V240612,cxt,kline,daily,GENERATED,"{""freq"":""日线"",""n"":9,""name"":""cxt_decision_V240612"",""w"":10}",日线_W10N9高低点_决策区域V240612,False,1378,3,"{""其他"":1272,""开多"":32,""开空"":74}","{""其他_任意_任意"":1272,""开多_任意_任意"":32,""开空_任意_任意"":74}",,
SIG-DAILY-B244637038F58D6F,cxt_decision_V240613,cxt,kline,daily,GENERATED,"{""freq"":""日线"",""n"":4,""name"":""cxt_decision_V240613""}",日线_放量笔N4BS2_决策区域V240613,False,1378,3,"{""其他"":1294,""开多"":28,""开空"":56}","{""其他_任意_任意"":1294,""开多_任意_任意"":28,""开空_任意_任意"":56}",,
SIG-DAILY-8CC1489C32DDAA77,cxt_decision_V240614,cxt,kline,daily,GENERATED,"{""freq"":""日线"",""n"":4,""name"":""cxt_decision_V240614""}",日线_放量笔N4_决策区域V240614,False,1378,3,"{""其他"":1291,""开多"":46,""开空"":41}","{""其他_任意_任意"":1291,""开多_任意_任意"":46,""开空_任意_任意"":41}",,
SIG-DAILY-FFC673BB8087CF71,cxt_double_zs_V230311,cxt,kline,daily,GENERATED,"{""di"":1,""freq"":""日线"",""name"":""cxt_double_zs_V230311""}",日线_D1双中枢_BS1辅助V230311,False,1378,3,"{""其他"":1184,""看多"":101,""看空"":93}","{""其他_任意_任意"":1184,""看多_任意_任意"":101,""看空_任意_任意"":93}",,
SIG-DAILY-51271A63186951C0,cxt_eleven_bi_V230622,cxt,kline,daily,GENERATED,"{""di"":1,""freq"":""日线"",""name"":""cxt_eleven_bi_V230622""}",日线_D1十一笔_形态V230622,False,1378,4,"{""A3B3C5式类一卖"":8,""A3B5C3式类一卖"":8,""其他"":1339,""类三买"":23}","{""A3B3C5式类一卖_任意_任意"":8,""A3B5C3式类一卖_任意_任意"":8,""其他_任意_任意"":1339,""类三买_任意_任意"":23}",,
SIG-DAILY-FA18BDC179709AAE,cxt_first_buy_V221126,cxt,kline,daily,GENERATED,"{""freq"":""日线"",""name"":""cxt_first_buy_V221126"",""parameter_policy"":""native_defaults""}",日线_D1B_BUY1,False,1378,2,"{""一买"":40,""其他"":1338}","{""一买_13笔_任意"":13,""一买_5笔_任意"":24,""一买_7笔_任意"":3,""其他_任意_任意"":1338}",,
SIG-DAILY-B24124ECC7183AFF,cxt_first_sell_V221126,cxt,kline,daily,GENERATED,"{""freq"":""日线"",""name"":""cxt_first_sell_V221126"",""parameter_policy"":""native_defaults""}",日线_D1B_SELL1,False,1378,2,"{""一卖"":85,""其他"":1293}","{""一卖_19笔_任意"":16,""一卖_21笔_任意"":14,""一卖_5笔_任意"":28,""一卖_7笔_任意"":5,""一卖_9笔_任意"":22,""其他_任意_任意"":1293}",,
SIG-DAILY-DDCC43DCE8465979,cxt_five_bi_V230619,cxt,kline,daily,GENERATED,"{""di"":1,""freq"":""日线"",""name"":""cxt_five_bi_V230619""}",日线_D1五笔_形态V230619,True,1378,9,"{""aAb式底背驰"":26,""aAb式顶背驰"":36,""上颈线突破"":156,""下颈线突破"":80,""其他"":988,""类三买"":26,""类三卖"":29,""类趋势底背驰"":18,""类趋势顶背驰"":19}","{""aAb式底背驰_任意_任意"":26,""aAb式顶背驰_任意_任意"":36,""上颈线突破_任意_任意"":156,""下颈线突破_任意_任意"":80,""其他_任意_任意"":988,""类三买_任意_任意"":26,""类三卖_任意_任意"":29,""类趋势底背驰_任意_任意"":18,""类趋势顶背驰_任意_任意"":19}",,
SIG-DAILY-54F0F5048C383A79,cxt_fx_power_V221107,cxt,kline,daily,GENERATED,"{""freq"":""日线"",""name"":""cxt_fx_power_V221107"",""parameter_policy"":""native_defaults""}",日线_D1F_分型强弱,False,1378,6,"{""中底"":297,""中顶"":249,""弱底"":192,""弱顶"":236,""强底"":224,""强顶"":180}","{""中底_无中枢_任意"":82,""中底_有中枢_任意"":215,""中顶_无中枢_任意"":79,""中顶_有中枢_任意"":170,""弱底_无中枢_任意"":12,""弱底_有中枢_任意"":180,""弱顶_无中枢_任意"":44,""弱顶_有中枢_任意"":192,""强底_无中枢_任意"":61,""强底_有中枢_任意"":163,""强顶_无中枢_任意"":40,""强顶_有中枢_任意"":140}",,
SIG-DAILY-006E108475A53967,cxt_nine_bi_V230621,cxt,kline,daily,GENERATED,"{""di"":1,""freq"":""日线"",""name"":""cxt_nine_bi_V230621""}",日线_D1九笔_形态V230621,False,1378,8,"{""ABC式类一卖"":7,""aAbcd式类一卖"":22,""aAb式类一买"":3,""aAb式类一卖"":8,""其他"":1317,""类三买A"":6,""类三卖A"":9,""类二买"":6}","{""ABC式类一卖_任意_任意"":7,""aAbcd式类一卖_任意_任意"":22,""aAb式类一买_任意_任意"":3,""aAb式类一卖_任意_任意"":8,""其他_任意_任意"":1317,""类三买A_任意_任意"":6,""类三卖A_任意_任意"":9,""类二买_任意_任意"":6}",,
SIG-DAILY-70BFAEFAB8A5E458,cxt_overlap_V240526,cxt,kline,daily,GENERATED,"{""freq"":""日线"",""name"":""cxt_overlap_V240526""}",日线_顶底重合_支撑压力V240526,False,1378,4,"{""顶重合0次"":855,""顶重合1次"":390,""顶重合2次"":121,""顶重合3次"":12}","{""顶重合0次_底重合0次_任意"":561,""顶重合0次_底重合1次_任意"":197,""顶重合0次_底重合2次_任意"":80,""顶重合0次_底重合3次_任意"":16,""顶重合0次_底重合4次_任意"":1,""顶重合1次_底重合0次_任意"":272,""顶重合1次_底重合1次_任意"":92,""顶重合1次_底重合2次_任意"":24,""顶重合1次_底重合3次_任意"":2,""顶重合2次_底重合0次_任意"":104,""顶重合2次_底重合1次_任意"":15,""顶重合2次_底重合2次_任意"":2,""顶重合3次_底重合0次_任意"":12}",,
SIG-DAILY-4F8BE10C428F2CD2,cxt_overlap_V240612,cxt,kline,daily,GENERATED,"{""freq"":""日线"",""n"":7,""name"":""cxt_overlap_V240612""}",日线_SNR顺畅N7_支撑压力V240612,False,1378,3,"{""其他"":1266,""压力"":72,""支撑"":40}","{""其他_任意_任意"":1266,""压力_顺畅笔底分型_任意"":20,""压力_顺畅笔顶分型_任意"":52,""支撑_顺畅笔底分型_任意"":17,""支撑_顺畅笔顶分型_任意"":23}",,
SIG-DAILY-7FFBBA95047D671C,cxt_range_oscillation_V230620,cxt,kline,daily,GENERATED,"{""di"":1,""freq"":""日线"",""name"":""cxt_range_oscillation_V230620"",""th"":2}",日线_D1TH2_区间震荡V230620,False,1378,10,"{""10笔震荡"":5,""2笔震荡"":343,""3笔震荡"":173,""4笔震荡"":119,""5笔震荡"":43,""6笔震荡"":24,""7笔震荡"":6,""8笔震荡"":7,""9笔震荡"":23,""其他"":635}","{""10笔震荡_向下_任意"":5,""2笔震荡_向上_任意"":175,""2笔震荡_向下_任意"":168,""3笔震荡_向上_任意"":76,""3笔震荡_向下_任意"":97,""4笔震荡_向上_任意"":52,""4笔震荡_向下_任意"":67,""5笔震荡_向上_任意"":29,""5笔震荡_向下_任意"":14,""6笔震荡_向上_任意"":19,""6笔震荡_向下_任意"":5,""7笔震荡_向上_任意"":6,""8笔震荡_向下_任意"":7,""9笔震荡_向上_任意"":23,""其他_其他_任意"":635}",,
SIG-DAILY-3029ACBD70072B54,cxt_second_bs_V230320,cxt,kline,daily,GENERATED,"{""di"":1,""freq"":""日线"",""ma_type"":""SMA"",""name"":""cxt_second_bs_V230320"",""timeperiod"":21}",日线_D1#SMA#21_BS2辅助V230320,False,1378,3,"{""二买"":260,""二卖"":228,""其他"":890}","{""二买_任意_任意"":260,""二卖_任意_任意"":228,""其他_任意_任意"":890}",,
SIG-DAILY-6DCD9C21A366378E,cxt_second_bs_V240524,cxt,kline,daily,GENERATED,"{""di"":1,""freq"":""日线"",""name"":""cxt_second_bs_V240524"",""t"":2,""w"":9}",日线_D1W9T2_第二买卖点V240524,False,1378,3,"{""二买"":102,""二卖"":51,""其他"":1225}","{""二买_任意_任意"":102,""二卖_任意_任意"":51,""其他_任意_任意"":1225}",,
SIG-DAILY-754B1B7DA88732FD,cxt_seven_bi_V230620,cxt,kline,daily,GENERATED,"{""di"":1,""freq"":""日线"",""name"":""cxt_seven_bi_V230620""}",日线_D1七笔_形态V230620,True,1378,8,"{""aAbcd式底背驰"":3,""aAbcd式顶背驰"":14,""aAb式顶背驰"":18,""abcAd式顶背驰"":9,""其他"":1163,""向上中枢完成"":90,""向下中枢完成"":64,""类三买"":17}","{""aAbcd式底背驰_任意_任意"":3,""aAbcd式顶背驰_任意_任意"":14,""aAb式顶背驰_任意_任意"":18,""abcAd式顶背驰_任意_任意"":9,""其他_任意_任意"":1163,""向上中枢完成_任意_任意"":90,""向下中枢完成_任意_任意"":64,""类三买_任意_任意"":17}",,
SIG-DAILY-37F71870E1534BB7,cxt_third_bs_V230318,cxt,kline,daily,GENERATED,"{""di"":1,""freq"":""日线"",""ma_type"":""SMA"",""name"":""cxt_third_bs_V230318"",""timeperiod"":34}",日线_D1#SMA#34_BS3辅助V230318,False,1378,3,"{""三买"":18,""三卖"":9,""其他"":1351}","{""三买_任意_任意"":18,""三卖_任意_任意"":9,""其他_任意_任意"":1351}",,
SIG-DAILY-4E715740D5C26664,cxt_third_bs_V230319,cxt,kline,daily,GENERATED,"{""di"":1,""freq"":""日线"",""ma_type"":""SMA"",""name"":""cxt_third_bs_V230319"",""timeperiod"":34}",日线_D1#SMA#34_BS3辅助V230319,False,1378,3,"{""三买"":57,""三卖"":98,""其他"":1223}","{""三买_均线底分_任意"":39,""三买_均线新高_任意"":18,""三卖_均线新低_任意"":9,""三卖_均线顶分_任意"":89,""其他_任意_任意"":1223}",,
SIG-DAILY-504C9BDCDF48A87D,cxt_third_buy_V230228,cxt,kline,daily,GENERATED,"{""di"":1,""freq"":""日线"",""name"":""cxt_third_buy_V230228""}",日线_D1_三买辅助V230228,False,1378,2,"{""三买"":154,""其他"":1224}","{""三买_10笔_任意"":17,""三买_12笔_任意"":9,""三买_14笔_任意"":111,""三买_6笔_任意"":2,""三买_8笔_任意"":15,""其他_其他_任意"":1224}",,
SIG-DAILY-BB6A73B3F5519A0F,cxt_three_bi_V230618,cxt,kline,daily,GENERATED,"{""di"":1,""freq"":""日线"",""name"":""cxt_three_bi_V230618""}",日线_D1三笔_形态V230618,False,1378,13,"{""其他"":488,""向上不重合"":66,""向上奔走型"":81,""向上扩张"":50,""向上收敛"":69,""向上无背"":85,""向上盘背"":85,""向下不重合"":30,""向下奔走型"":101,""向下扩张"":83,""向下收敛"":128,""向下无背"":73,""向下盘背"":39}","{""其他_任意_任意"":488,""向上不重合_任意_任意"":66,""向上奔走型_任意_任意"":81,""向上扩张_任意_任意"":50,""向上收敛_任意_任意"":69,""向上无背_任意_任意"":85,""向上盘背_任意_任意"":85,""向下不重合_任意_任意"":30,""向下奔走型_任意_任意"":101,""向下扩张_任意_任意"":83,""向下收敛_任意_任意"":128,""向下无背_任意_任意"":73,""向下盘背_任意_任意"":39}",,
SIG-DAILY-914768D41E90B90F,cxt_ubi_end_V230816,cxt,kline,daily,GENERATED,"{""freq"":""日线"",""name"":""cxt_ubi_end_V230816""}",日线_UBI_BE辅助V230816,False,1378,3,"{""其他"":934,""新低"":181,""新高"":263}","{""其他_其他_任意"":934,""新低_第2次_任意"":82,""新低_第3次_任意"":59,""新低_第4次_任意"":22,""新低_第5次_任意"":6,""新低_第6次_任意"":4,""新低_第7次_任意"":2,""新低_第8次_任意"":2,""新低_第9次_任意"":4,""新高_第2次_任意"":101,""新高_第3次_任意"":79,""新高_第4次_任意"":42,""新高_第5次_任意"":23,""新高_第6次_任意"":8,""新高_第7次_任意"":8,""新高_第8次_任意"":2}",,
SIG-DAILY-06ECC5FDB2A5E401,dema_up_dw_line_V230605,dema,kline,daily,GENERATED,"{""di"":1,""freq"":""日线"",""n"":5,""name"":""dema_up_dw_line_V230605""}",日线_D1N5_DEMA短线趋势V230605,False,1378,2,"{""看多"":666,""看空"":712}","{""看多_任意_任意"":666,""看空_任意_任意"":712}",,
SIG-DAILY-FE3DB03285656D2E,demakder_up_dw_line_V230605,demakder,kline,daily,GENERATED,"{""di"":1,""freq"":""日线"",""n"":105,""name"":""demakder_up_dw_line_V230605"",""th"":5,""tl"":5}",日线_D1N105TH5TL5_DEMAKER价格趋势V230605,False,1378,2,"{""看多"":443,""看空"":935}","{""看多_任意_任意"":443,""看空_任意_任意"":935}",,
SIG-DAILY-2C51E580AC629FFC,emv_up_dw_line_V230605,emv,kline,daily,GENERATED,"{""di"":1,""freq"":""日线"",""name"":""emv_up_dw_line_V230605""}",日线_D1_EMV简易波动V230605,False,1378,2,"{""看多"":708,""看空"":670}","{""看多_任意_任意"":708,""看空_任意_任意"":670}",,
SIG-DAILY-711658A422C7ACB5,er_up_dw_line_V230604,er,kline,daily,GENERATED,"{""di"":1,""freq"":""日线"",""n"":10,""name"":""er_up_dw_line_V230604"",""w"":60}",日线_D1W60N10_ER价格动量V230604,False,1378,2,"{""均线上方"":800,""均线下方"":578}","{""均线上方_第10层_任意"":3,""均线上方_第1层_任意"":179,""均线上方_第2层_任意"":208,""均线上方_第3层_任意"":189,""均线上方_第4层_任意"":84,""均线上方_第5层_任意"":78,""均线上方_第6层_任意"":42,""均线上方_第7层_任意"":14,""均线上方_第8层_任意"":3,""均线下方_第10层_任意"":94,""均线下方_第1层_任意"":15,""均线下方_第2层_任意"":4,""均线下方_第3层_任意"":13,""均线下方_第4层_任意"":17,""均线下方_第5层_任意"":38,""均线下方_第6层_任意"":41,""均线下方_第7层_任意"":68,""均线下方_第8层_任意"":139,""均线下方_第9层_任意"":149}",,
SIG-DAILY-21B68548766609EE,jcc_ci_tou_V221101,jcc,kline,daily,GENERATED,"{""freq"":""日线"",""name"":""jcc_ci_tou_V221101"",""parameter_policy"":""native_defaults""}",日线_D1Z100TH50_刺透形态,False,1378,2,"{""其他"":1371,""满足"":7}","{""其他_任意_任意"":1371,""满足_任意_任意"":7}",,
SIG-DAILY-862CD08F58FA38A7,jcc_fan_ji_xian_V221121,jcc,kline,daily,GENERATED,"{""freq"":""日线"",""name"":""jcc_fan_ji_xian_V221121"",""parameter_policy"":""native_defaults""}",日线_D1_反击线,False,1378,2,"{""其他"":1376,""满足"":2}","{""其他_任意_任意"":1376,""满足_任意_任意"":2}",,
SIG-DAILY-C9600CC78D0A03B9,jcc_fen_shou_xian_V20221113,jcc,kline,daily,GENERATED,"{""freq"":""日线"",""name"":""jcc_fen_shou_xian_V20221113"",""parameter_policy"":""native_defaults""}",日线_D1K_分手线,False,1378,2,"{""其他"":993,""满足"":385}","{""其他_其他_任意"":993,""满足_其他_任意"":385}",,
SIG-DAILY-914ECF94F2DB05E0,jcc_gap_yin_yang_V221121,jcc,kline,daily,GENERATED,"{""freq"":""日线"",""name"":""jcc_gap_yin_yang_V221121"",""parameter_policy"":""native_defaults""}",日线_D1K_并列阴阳,False,1378,3,"{""其他"":1355,""向上跳空"":13,""向下跳空"":10}","{""其他_任意_任意"":1355,""向上跳空_任意_任意"":13,""向下跳空_任意_任意"":10}",,
